person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,27000,0,3.0,5,0,2800,7.51,1,0.1,0,3
22,80000,2,3.0,5,0,6000,7.4,0,0.07,0,3
26,52700,2,3.0,2,3,7500,13.8,1,0.12,0,2
27,115000,2,1.0,5,0,5000,8.49,0,0.04,0,6
25,60000,2,9.0,1,0,12000,7.9,0,0.2,0,3
25,77650,0,8.0,0,1,22000,11.48,1,0.28,0,3
39,85000,0,3.0,0,0,10000,9.32,0,0.12,0,16
28,19000,0,1.0,5,1,9250,11.49,1,0.49,0,7
23,32004,1,0.0,1,4,9250,17.19,0,0.29,0,4
26,30000,0,1.0,2,4,6000,15.45,1,0.2,0,4
35,36153,2,2.0,0,3,3000,11.86,0,0.08,0,8
26,59000,2,4.0,1,1,9800,11.49,1,0.17,0,4
23,42996,0,2.0,1,2,6000,12.84,0,0.14,1,2
23,200000,2,7.0,3,1,21000,12.69,0,0.1,0,2
26,86000,0,10.0,3,0,18000,8.49,0,0.21,0,2
24,66600,1,3.0,3,1,7200,10.65,0,0.11,0,4
22,85000,2,4.0,2,0,12000,6.91,0,0.14,0,3
26,48000,2,11.0,2,0,5000,7.14,1,0.1,0,2
23,53500,0,6.0,1,2,15000,13.47,0,0.28,0,2
24,56000,2,3.0,3,1,2000,10.99,0,0.04,0,4
22,84996,0,6.0,3,2,5000,12.23,0,0.06,1,3
28,48000,0,9.0,1,0,2000,7.68,0,0.04,0,7
24,24000,2,4.0,1,3,8500,15.7,0,0.35,0,2
24,48000,0,0.0,0,2,2400,12.99,0,0.05,1,4
21,30000,0,1.0,3,3,14500,14.59,1,0.48,1,2
24,62400,2,8.0,4,0,4000,8.9,0,0.06,0,4
34,80600,2,2.0,1,1,15000,12.21,0,0.19,0,6
34,45000,0,2.0,0,4,4500,16.95,1,0.1,0,10
31,55000,0,3.0,4,2,12000,13.23,0,0.22,0,10
22,57204,2,6.0,1,3,9000,15.58,0,0.16,1,3
24,54000,0,2.0,3,3,20000,16.49,1,0.37,0,2
23,46852,0,3.0,1,1,6800,10.65,1,0.15,0,4
24,38000,0,6.0,1,1,10000,10.99,0,0.26,0,4
26,34000,0,3.0,3,2,15250,13.22,1,0.45,1,2
23,75000,0,7.0,1,0,5000,7.49,0,0.07,0,3
28,120000,2,4.0,0,3,8000,15.62,0,0.07,0,7
29,46500,2,1.0,1,3,11000,12.99,1,0.24,1,6
30,65004,2,9.0,1,0,15000,7.51,0,0.23,0,9
22,34800,0,7.0,3,6,9600,19.16,1,0.28,1,4
38,80000,0,0.0,1,1,1500,11.49,0,0.02,0,16
33,144000,2,1.0,2,0,5000,8.9,0,0.03,0,10
43,72000,2,9.0,2,1,10000,10.99,0,0.14,0,11
23,69000,0,1.0,1,3,9000,14.09,1,0.13,1,3
25,26000,0,5.0,2,1,12000,11.99,1,0.46,0,3
22,35500,0,6.0,2,3,2500,15.62,1,0.07,0,2
24,30000,2,2.0,1,0,1000,8.0,0,0.03,0,2
28,58000,0,12.0,1,1,24000,10.75,1,0.41,0,10
29,30000,0,5.0,4,1,8000,12.69,1,0.27,0,6
26,201450,2,2.0,2,4,8000,16.95,1,0.03,0,4
25,30900,0,1.0,3,3,4000,12.61,1,0.13,0,3
24,35020,0,0.0,2,0,5800,8.32,0,0.17,0,3
36,35000,0,1.0,3,1,10000,10.99,0,0.29,0,15
30,115000,2,3.0,5,3,20000,14.59,1,0.17,0,7
32,74000,2,5.0,0,1,15000,11.11,0,0.2,0,7
47,53808,2,4.0,3,1,15000,11.71,0,0.28,0,17
21,68000,0,3.0,0,2,3000,11.78,0,0.04,0,2
26,103000,0,4.0,0,0,3000,7.88,0,0.03,0,4
24,102000,2,6.0,3,1,9800,10.36,0,0.1,0,2
26,36000,0,2.0,0,3,4000,14.54,1,0.11,0,2
31,47700,0,2.0,2,1,12000,11.99,0,0.25,0,5
22,30000,0,3.0,3,2,3500,14.22,1,0.12,0,4
25,50000,0,10.0,5,0,20000,7.49,1,0.4,0,3
26,16120,0,2.0,0,1,5000,11.58,1,0.31,0,3
22,73000,2,6.0,4,2,6000,13.49,1,0.08,1,2
22,31200,0,7.0,1,1,12000,10.99,1,0.38,0,2
23,92004,0,6.0,0,2,30000,15.23,1,0.33,1,3
46,8088,0,15.0,2,3,1600,14.42,1,0.2,1,11
24,36000,1,0.0,3,2,4000,13.06,0,0.11,1,3
21,34000,0,5.0,1,1,10000,9.91,0,0.29,0,4
21,35760,2,5.0,4,4,2400,10.99,1,0.07,0,3
25,65000,0,6.0,0,3,7675,15.33,0,0.12,1,3
30,44760,0,1.0,1,1,3300,11.71,0,0.07,0,8
22,58000,0,6.0,5,0,10000,6.54,0,0.17,0,2
30,31500,0,0.0,2,2,12250,13.85,1,0.39,0,5
24,40000,0,1.0,3,1,9000,11.99,0,0.23,0,4
22,62496,0,6.0,0,1,10000,11.89,1,0.16,0,3
22,98000,0,7.0,5,5,24000,10.99,1,0.24,1,2
33,18000,0,3.0,1,2,3300,11.97,1,0.18,0,8
23,70000,0,7.0,5,2,22500,14.27,1,0.32,0,2
23,27000,0,4.0,0,2,7000,13.79,0,0.26,0,2
34,69000,0,0.0,3,3,12800,15.7,1,0.19,0,5
36,14400,0,0.0,1,4,5500,17.56,1,0.38,0,11
24,69000,0,2.0,5,1,16000,11.89,1,0.23,0,4
27,63000,1,2.0,1,0,9500,8.07,0,0.15,0,8
30,34000,0,1.0,3,2,7500,10.99,1,0.22,0,6
23,24000,2,1.0,1,1,5600,9.63,0,0.23,0,3
22,24000,2,6.0,2,0,2500,7.14,0,0.1,0,2
27,29120,0,2.0,2,1,4000,10.75,0,0.14,0,8
24,135000,2,8.0,3,0,5225,7.49,0,0.04,0,3
27,120000,2,4.0,5,2,15000,13.49,0,0.13,1,6
34,47125,2,12.0,3,1,3200,10.99,0,0.07,0,8
34,122400,2,5.0,2,1,6800,10.65,0,0.06,0,10
36,42000,1,2.0,3,2,2000,15.62,0,0.05,1,14
29,53313,0,13.0,2,1,19850,10.99,1,0.37,0,7
41,56004,0,4.0,3,1,12800,11.48,0,0.23,0,12
43,93000,2,7.0,0,0,7000,7.14,0,0.08,0,13
28,47881,0,12.0,5,1,15000,10.99,1,0.31,0,7
23,88000,0,1.0,1,2,18000,13.16,0,0.2,0,4
25,96050,2,3.0,2,4,35000,19.29,1,0.31,0,2
23,75000,0,3.0,0,4,23575,14.5,1,0.31,0,4
22,28500,0,3.0,3,2,3825,15.96,1,0.13,0,3
41,381450,2,10.0,0,2,35000,13.49,0,0.09,1,16
25,54996,2,0.0,4,0,10000,8.94,0,0.18,0,4
36,59000,0,2.0,2,3,21000,14.11,1,0.36,1,16
27,39996,0,7.0,5,3,2500,15.65,1,0.06,0,8
21,53000,1,5.0,2,0,3000,7.51,0,0.06,0,4
26,100000,0,5.0,3,2,15000,13.49,0,0.15,1,4
33,18000,0,3.0,1,2,3300,11.97,1,0.18,0,8
34,69000,0,0.0,3,3,5800,14.59,1,0.08,1,5
22,42000,0,6.0,1,1,11200,10.99,0,0.27,0,4
28,61000,0,9.0,0,1,25000,9.91,1,0.41,0,7
24,60000,2,8.0,2,2,21000,10.99,0,0.35,1,4
25,52000,0,9.0,3,2,16000,13.98,1,0.31,0,4
31,75000,0,4.0,4,0,18000,8.9,0,0.24,0,6
28,80000,2,0.0,4,1,6500,11.11,0,0.08,0,7
27,124100,0,3.0,2,2,10175,12.99,1,0.07,0,6
34,54600,0,2.0,2,0,2500,7.88,0,0.05,0,8
38,47000,0,4.0,5,0,16500,7.9,1,0.35,0,16
30,39300,0,5.0,5,3,2500,16.29,1,0.06,1,10
38,200000,2,0.0,1,0,3000,7.68,0,0.01,0,15
27,37440,0,5.0,0,0,15000,7.9,1,0.4,0,8
32,84996,2,7.0,5,2,6000,12.99,0,0.07,1,7
30,60000,2,7.0,4,0,4200,10.99,0,0.07,0,5
36,75000,2,6.0,2,0,10000,6.99,0,0.13,0,13
33,140000,2,8.0,3,0,8000,5.79,0,0.06,0,6
25,32000,0,1.0,0,3,6000,12.92,1,0.19,1,3
26,97000,0,11.0,4,1,16800,12.42,0,0.17,0,3
25,46800,2,0.0,2,0,6000,5.42,1,0.13,0,4
29,55000,0,3.0,1,1,14000,11.48,0,0.25,0,7
42,78456,2,5.0,2,1,25000,10.36,0,0.32,0,16
23,54400,2,0.0,2,3,12000,15.62,1,0.19,0,3
22,48000,2,3.0,3,3,6500,15.99,1,0.14,1,2
23,44000,0,6.0,4,3,5000,16.77,1,0.11,0,2
24,42000,2,5.0,5,0,19200,7.9,0,0.46,0,2
27,33600,0,2.0,0,3,6000,14.91,1,0.18,1,5
26,30720,0,4.0,5,1,10000,11.49,1,0.33,0,3
31,75000,0,4.0,2,2,4000,13.49,0,0.05,1,8
24,79000,0,2.0,4,0,13800,8.49,0,0.17,0,2
24,115000,1,8.0,4,0,10000,7.51,0,0.09,0,3
28,96000,0,3.0,4,0,28000,7.9,0,0.29,0,10
32,80000,0,3.0,3,1,6000,12.69,0,0.07,0,7
30,75000,0,7.0,2,1,20000,12.18,0,0.27,0,7
21,45000,0,0.0,1,2,12000,11.97,0,0.27,0,3
37,65000,0,4.0,4,5,20000,16.71,1,0.31,0,17
33,21600,0,3.0,0,1,10000,12.53,1,0.46,0,7
31,62100,2,4.0,1,2,4800,10.99,0,0.08,1,10
23,62900,0,7.0,2,3,5000,14.84,1,0.07,0,4
23,44000,2,7.0,0,0,10000,8.49,1,0.23,0,4
31,51500,0,6.0,1,3,19000,14.83,1,0.37,1,10
26,60000,2,0.0,5,2,7200,10.99,0,0.12,0,4
29,35000,0,0.0,3,0,3200,7.49,0,0.09,0,6
32,202300,2,9.0,2,3,25000,14.59,1,0.11,0,7
25,43000,1,5.0,3,0,8000,7.14,0,0.19,0,4
24,40000,0,0.0,2,0,15000,7.88,1,0.38,0,4
23,57600,2,7.0,5,0,4000,10.99,0,0.07,0,3
24,55000,2,8.0,3,0,5500,8.59,0,0.1,0,3
23,30000,0,6.0,3,1,19750,11.14,1,0.66,0,4
23,56000,2,6.0,5,0,5500,7.51,0,0.1,0,4
31,96000,2,4.0,5,0,9600,5.99,0,0.1,0,10
22,61500,0,3.0,1,2,10000,14.22,0,0.16,0,2
23,138000,2,7.0,0,1,2700,11.86,0,0.02,0,2
27,30000,0,1.0,2,1,16000,10.0,1,0.53,0,5
25,13380,0,0.0,0,3,2800,14.61,1,0.21,1,2
22,31500,2,3.0,3,1,4500,9.88,0,0.14,0,2
37,54000,2,21.0,5,3,25000,15.57,1,0.46,1,16
28,70834,2,4.0,0,1,20000,12.21,0,0.28,0,9
21,28200,0,2.0,5,3,2500,16.77,1,0.09,1,2
25,32500,0,5.0,2,2,7350,13.43,0,0.23,1,3
31,93900,2,13.0,3,5,24000,16.08,1,0.26,1,6
34,45000,0,2.0,0,4,4500,16.95,1,0.1,0,10
22,127500,2,2.0,2,0,15000,7.49,0,0.12,0,4
23,30000,2,3.0,2,4,3800,18.64,1,0.13,0,2
28,49000,0,0.0,5,5,3000,10.99,1,0.06,1,5
25,62900,2,9.0,2,3,8825,15.7,1,0.12,1,3
24,30000,2,4.0,4,2,10000,14.22,1,0.33,1,3
23,18000,0,4.0,0,2,3000,13.06,1,0.17,0,2
38,85900,0,6.0,5,1,10000,12.53,0,0.12,0,13
28,33000,2,9.0,0,0,4000,7.9,1,0.12,0,8
26,84000,0,7.0,5,3,15000,16.0,1,0.18,1,2
23,58000,2,7.0,0,3,16500,10.99,1,0.28,1,4
24,92004,0,8.0,3,3,12000,14.46,0,0.13,1,2
27,105000,0,1.0,4,1,16000,10.99,0,0.15,0,8
37,43200,0,5.0,3,1,18000,8.88,1,0.42,0,16
33,29000,0,0.0,1,2,10000,13.06,1,0.34,1,7
24,32000,0,2.0,1,2,3850,12.68,0,0.12,1,4
35,80000,0,0.0,1,1,7050,8.88,0,0.09,0,10
30,51372,0,4.0,2,0,4500,6.39,0,0.09,0,10
21,30067,0,5.0,3,2,10750,12.68,1,0.36,0,3
23,62000,0,7.0,3,0,16000,7.49,0,0.26,0,2
22,52800,2,6.0,0,0,7000,6.76,0,0.13,0,2
31,31000,1,0.0,0,0,12500,8.94,0,0.4,0,8
25,30252,2,9.0,0,1,10000,9.76,1,0.33,0,3
25,100000,2,9.0,2,2,15000,12.73,0,0.15,1,4
22,52000,0,0.0,3,3,8000,15.58,1,0.15,0,3
26,31000,2,9.0,4,0,15000,7.9,1,0.48,0,4
28,54000,2,1.0,0,0,11000,6.54,0,0.2,0,9
23,13000,0,3.0,4,3,2800,15.21,1,0.22,0,2
30,75000,0,9.0,0,3,25000,15.2,1,0.33,0,5
22,60000,0,0.0,2,0,5500,7.88,0,0.09,0,2
30,110000,2,14.0,3,1,10000,10.65,0,0.09,0,8
33,72000,2,6.0,3,0,4250,5.42,0,0.06,0,5
21,4200,0,3.0,0,4,2750,16.95,1,0.65,0,3
34,69000,0,0.0,3,3,5800,14.59,1,0.08,1,5
24,100000,2,8.0,2,0,6000,5.42,0,0.06,0,4
25,54000,0,4.0,4,1,8000,9.91,1,0.15,0,2
22,31200,0,6.0,1,1,12000,10.39,1,0.38,0,2
23,54000,0,7.0,3,2,16750,10.99,1,0.31,0,4
21,65000,2,5.0,5,1,2200,12.42,0,0.03,0,3
25,150000,2,9.0,0,1,20000,8.88,0,0.13,0,4
22,26400,0,6.0,1,1,9900,11.71,1,0.38,0,4
24,38000,0,0.0,1,2,12000,11.34,1,0.32,0,3
25,112500,2,6.0,0,1,18000,11.14,0,0.16,0,3
51,60000,2,8.0,0,2,8000,13.48,0,0.13,1,23
33,18000,1,17.0,2,0,7000,8.0,1,0.39,0,9
31,35000,2,15.0,0,0,8000,5.42,0,0.23,0,9
26,85000,2,1.0,5,2,15000,12.73,0,0.18,0,3
43,19440,0,1.0,4,1,7500,9.01,1,0.39,0,11
22,44000,0,0.0,2,3,12250,15.99,1,0.28,1,2
25,69000,2,4.0,1,2,4500,14.65,1,0.07,1,2
25,159600,0,0.0,0,3,30000,17.27,1,0.19,1,4
34,90636,2,4.0,1,2,17000,13.85,0,0.19,1,5
21,20004,1,2.0,2,1,2500,9.63,0,0.12,0,2
22,14400,0,4.0,4,0,4000,7.29,1,0.28,0,4
36,44004,0,4.0,5,2,2000,13.61,1,0.05,1,13
30,55000,2,2.0,1,0,11500,7.9,0,0.21,0,9
26,98400,2,4.0,3,0,8450,6.99,0,0.09,0,2
28,42000,0,9.0,2,3,12250,14.59,1,0.29,0,10
22,30400,2,2.0,3,2,9950,15.27,1,0.33,0,4
25,100000,2,4.0,1,1,9000,9.64,1,0.09,0,3
24,50000,2,5.0,0,3,22800,17.27,0,0.46,0,2
26,66000,1,0.0,4,2,18000,13.49,0,0.27,1,3
41,103000,2,2.0,5,3,20000,14.61,1,0.19,1,16
23,30996,1,2.0,3,1,5000,11.86,0,0.16,0,2
23,68686,2,7.0,5,0,6000,10.99,0,0.09,0,2
24,38000,2,8.0,0,1,5000,10.0,0,0.13,0,3
27,34000,1,7.0,1,2,8000,12.53,0,0.24,0,10
23,40900,1,5.0,2,1,12200,11.36,0,0.3,0,4
49,82000,2,4.0,0,3,10000,16.49,0,0.12,1,12
23,75000,2,6.0,1,0,5000,6.03,0,0.07,0,4
29,30000,0,2.0,2,3,6600,15.33,1,0.22,1,8
33,72000,0,6.0,3,2,1925,14.35,1,0.03,1,10
24,24000,2,3.0,1,2,8000,11.34,0,0.33,1,4
23,14664,2,0.0,5,2,6000,10.99,1,0.41,0,4
25,31200,1,9.0,0,0,15000,6.03,0,0.48,0,4
26,36000,2,2.0,0,1,10000,10.75,0,0.28,0,2
28,40000,0,2.0,0,1,14000,11.89,1,0.35,0,5
24,33600,0,1.0,0,3,7800,16.49,1,0.23,0,4
27,90000,2,5.0,5,0,10000,7.14,0,0.11,0,5
30,31200,0,0.0,0,4,12000,16.45,1,0.38,1,7
23,78000,2,7.0,2,1,25000,10.99,0,0.32,0,4
33,35000,0,5.0,2,1,11200,10.36,1,0.32,0,9
53,92000,2,7.0,0,1,15000,11.12,0,0.16,0,22
23,48500,0,1.0,2,0,6000,9.32,0,0.12,0,3
24,47000,0,3.0,0,5,24000,17.8,1,0.51,0,2
23,113698,2,7.0,1,0,15000,7.9,0,0.13,0,4
24,23000,0,4.0,0,0,5900,9.63,0,0.26,0,4
31,67000,0,0.0,2,2,13000,13.06,0,0.19,0,10
30,54000,0,2.0,3,2,4800,13.23,0,0.09,0,8
27,24500,0,3.0,2,1,10000,10.25,1,0.41,0,7
24,98000,2,0.0,5,3,13200,15.28,1,0.13,1,3
34,73000,2,6.0,0,3,7500,15.99,1,0.1,1,5
39,100000,2,5.0,3,1,12000,10.99,0,0.12,0,13
21,95000,2,5.0,3,0,15000,10.99,0,0.16,0,2
22,32000,0,4.0,3,3,10000,16.07,1,0.31,0,2
24,30000,2,4.0,4,2,10000,14.22,1,0.33,1,3
31,35600,0,0.0,2,2,4000,13.61,0,0.11,0,5
22,95000,2,6.0,2,0,12000,7.51,0,0.13,0,3
29,67704,0,3.0,0,1,15000,11.86,0,0.22,0,8
28,92000,2,8.0,0,2,7750,14.22,1,0.08,0,6
49,58000,2,5.0,0,3,16000,15.33,1,0.28,0,13
22,60000,2,1.0,0,0,10000,5.42,0,0.17,0,2
29,85000,0,3.0,1,0,7000,6.92,0,0.08,0,8
24,50793,0,6.0,0,0,5000,6.62,0,0.1,0,4
32,52000,2,3.0,2,2,10000,14.35,0,0.19,1,8
36,13440,0,2.0,1,3,2400,17.49,1,0.18,1,11
29,33600,2,3.0,2,1,12000,11.83,0,0.36,0,6
24,75000,0,9.0,2,1,24000,10.37,1,0.32,0,3
26,32000,0,6.0,2,0,12000,8.94,1,0.38,0,3
25,50160,0,0.0,5,3,3000,14.42,1,0.06,0,2
23,25920,0,4.0,1,3,10000,15.58,1,0.39,0,2
24,23196,0,1.0,1,3,7500,13.24,1,0.32,0,2
23,60000,0,3.0,2,0,13000,7.66,1,0.22,0,4
36,57600,1,4.0,1,0,4000,10.99,0,0.07,0,15
22,18000,0,1.0,4,1,7000,10.65,1,0.39,0,2
24,52559,0,9.0,4,1,20000,10.99,1,0.38,0,3
26,51000,2,10.0,5,3,13000,15.33,1,0.25,1,2
23,41000,0,5.0,1,3,4200,14.54,0,0.1,1,3
33,44000,0,10.0,4,1,13000,9.91,1,0.3,0,6
24,30500,0,2.0,0,5,6800,21.74,1,0.22,1,4
29,77800,0,2.0,3,1,9000,12.42,0,0.12,0,6
22,57336,0,6.0,2,3,16000,17.27,1,0.28,0,3
24,10800,0,8.0,3,0,5000,7.88,1,0.46,0,2
22,72000,2,3.0,1,1,5000,10.99,0,0.07,0,3
22,58600,0,5.0,2,1,22750,11.36,1,0.39,0,4
28,36000,0,0.0,5,1,10000,11.11,0,0.28,0,5
30,72000,0,2.0,1,1,23000,12.18,1,0.32,0,6
24,40000,0,6.0,0,2,2500,15.27,0,0.06,0,3
29,39000,0,2.0,0,1,6000,12.69,1,0.15,0,5
23,60000,2,7.0,0,2,2000,15.23,0,0.03,1,2
25,67147,0,9.0,2,3,3000,16.02,1,0.04,1,4
24,77237,2,8.0,2,0,15000,6.17,0,0.19,0,3
21,60000,2,5.0,5,1,7800,9.99,0,0.13,0,2
26,80000,2,10.0,5,1,10800,11.99,0,0.14,0,3
26,46000,2,3.0,1,6,5000,19.16,1,0.11,0,3
28,19200,0,4.0,3,2,4800,10.99,1,0.25,0,6
24,72000,0,5.0,4,1,8000,10.0,0,0.11,0,3
29,60000,2,13.0,2,0,13500,7.51,0,0.23,0,5
25,23920,0,0.0,2,2,4000,14.35,0,0.17,0,2
27,39600,1,7.0,4,0,9900,6.54,0,0.25,0,5
28,209000,1,4.0,0,3,15000,14.84,0,0.07,1,7
49,115000,0,16.0,0,1,10000,10.37,0,0.09,0,17
30,16000,2,2.0,2,0,7275,5.42,1,0.45,0,10
42,32000,2,0.0,0,1,10000,10.59,1,0.31,0,12
44,85280,2,4.0,0,1,7000,10.62,0,0.08,0,12
29,42000,0,6.0,0,2,18000,14.65,1,0.43,0,7
31,158000,0,8.0,5,3,10200,15.99,1,0.06,1,7
23,19200,0,3.0,3,2,3000,12.99,1,0.16,1,2
22,50000,2,2.0,2,1,22000,9.91,0,0.44,0,4
23,45000,0,2.0,0,1,14500,10.36,1,0.32,0,4
26,26400,0,6.0,0,1,6000,10.65,0,0.23,0,2
23,74415,0,1.0,0,3,6350,12.92,1,0.09,1,3
41,32004,0,2.0,4,3,1500,14.74,1,0.05,0,17
27,104550,2,0.0,2,5,23000,18.43,1,0.19,0,9
29,62000,2,0.0,0,2,10000,12.41,0,0.16,1,9
23,36000,0,7.0,2,1,4000,10.99,1,0.11,0,4
25,57000,0,5.0,2,3,9600,14.46,1,0.17,0,3
23,90000,2,7.0,1,1,8000,10.36,0,0.09,0,3
34,70000,2,13.0,5,0,20000,6.54,0,0.29,0,5
36,46000,2,6.0,0,2,5350,15.27,1,0.12,0,12
31,76000,2,9.0,1,2,12000,15.96,1,0.16,0,5
25,38400,2,9.0,1,1,12000,10.38,0,0.31,0,3
29,74000,2,3.0,1,3,3000,16.32,1,0.04,0,6
28,112200,0,11.0,2,2,7000,11.66,0,0.06,1,7
40,115000,2,16.0,4,1,10000,11.11,1,0.09,0,11
35,34000,0,0.0,5,4,5000,15.45,1,0.15,1,6
32,25404,0,16.0,1,2,9950,12.68,1,0.39,1,7
23,51600,2,1.0,0,1,4800,10.99,1,0.09,0,3
24,46500,0,2.0,3,2,8000,15.23,1,0.17,0,2
29,28000,0,2.0,2,3,5000,16.07,1,0.18,0,8
29,180000,2,2.0,2,0,20000,10.99,0,0.11,0,10
23,67000,1,1.0,3,0,3250,6.76,0,0.05,0,2
26,110000,2,0.0,3,0,15600,6.17,0,0.14,0,4
25,50000,2,6.0,0,0,12800,7.49,1,0.26,0,4
25,39000,0,2.0,3,2,8500,13.23,1,0.22,1,4
22,69000,2,6.0,5,3,10000,15.62,1,0.14,1,2
26,48000,0,2.0,1,1,25000,9.64,1,0.52,0,4
22,30000,0,0.0,1,1,5000,11.49,0,0.17,0,2
24,39000,0,5.0,2,3,20000,14.74,1,0.51,0,2
29,51540,2,3.0,5,0,4000,5.79,0,0.08,0,7
25,27600,0,4.0,4,1,3500,10.99,1,0.13,0,4
21,41900,0,2.0,3,2,16000,12.84,1,0.38,1,2
22,72100,2,2.0,1,0,13000,10.99,0,0.18,0,3
29,75000,2,2.0,2,2,8000,12.99,0,0.11,0,10
23,18000,0,1.0,4,3,3000,15.99,1,0.17,1,2
29,44000,0,2.0,0,3,5400,16.0,1,0.12,1,8
24,91800,2,8.0,2,3,5000,15.99,1,0.05,0,2
36,30500,0,3.0,4,1,8000,11.11,1,0.26,0,13
23,28000,2,7.0,5,3,9500,15.62,1,0.34,0,2
22,28000,0,6.0,4,1,1000,10.25,1,0.04,0,4
37,78000,2,9.0,5,4,20000,16.35,1,0.26,0,14
32,39000,2,7.0,4,3,2800,12.17,1,0.07,1,6
33,33036,0,4.0,3,2,13800,13.47,1,0.42,1,5
23,54000,2,5.0,2,2,5200,13.99,1,0.1,0,3
28,42000,0,7.0,2,0,2250,6.99,1,0.05,0,8
22,18000,1,1.0,5,1,3000,9.96,1,0.17,0,3
38,100000,0,0.0,5,2,14000,13.23,0,0.14,1,14
25,50160,0,0.0,5,3,3000,14.42,1,0.06,0,2
21,26500,2,3.0,2,3,6000,14.46,1,0.23,1,4
28,46858,2,4.0,0,1,3600,9.91,0,0.08,0,10
39,18300,0,0.0,1,3,1200,14.74,1,0.07,0,17
22,38400,0,4.0,1,2,3500,13.99,0,0.09,0,3
38,130000,2,8.0,5,1,11000,10.74,0,0.08,0,11
24,70000,0,2.0,1,2,8000,14.72,0,0.11,1,3
26,80690,0,8.0,0,0,30000,7.49,1,0.37,0,3
23,80000,2,5.0,3,3,20000,14.96,0,0.25,0,3
30,69000,0,3.0,1,1,11200,12.42,1,0.16,0,6
29,35000,1,11.0,2,2,4200,12.99,0,0.12,1,7
27,48000,1,2.0,3,2,14000,10.99,0,0.29,0,8
24,52000,2,6.0,3,3,12000,14.83,0,0.23,0,3
23,108000,0,4.0,3,1,4300,11.83,0,0.04,0,4
24,54417,2,1.0,2,2,9525,11.66,1,0.18,1,3
31,25000,0,0.0,0,0,2500,7.4,0,0.1,0,6
28,16800,1,5.0,1,1,5000,9.88,1,0.3,0,7
23,8000,0,0.0,1,0,3250,10.99,1,0.41,0,4
30,21996,0,4.0,2,1,7500,10.37,1,0.34,0,9
24,109500,2,3.0,1,1,3500,10.75,0,0.03,0,3
21,61464,2,5.0,4,2,4000,10.99,1,0.07,1,2
27,185000,0,2.0,4,0,6000,10.99,0,0.03,0,10
23,24000,0,4.0,3,1,1500,11.49,0,0.06,0,2
24,85500,2,3.0,4,1,12000,11.49,0,0.14,0,4
26,93000,0,10.0,5,1,16000,11.11,0,0.17,0,4
30,180000,2,2.0,5,0,12500,6.03,0,0.07,0,6
22,47000,0,6.0,5,0,12000,6.03,0,0.26,0,3
31,122000,0,2.0,1,2,25600,15.96,0,0.21,1,7
29,32000,0,6.0,2,2,10800,13.57,1,0.34,0,5
33,49548,0,6.0,0,2,2800,12.84,0,0.06,0,8
34,357000,2,3.0,4,4,14000,18.64,0,0.04,1,9
27,50000,2,1.0,0,0,3000,7.68,0,0.06,0,5
22,10800,0,4.0,2,2,3600,12.23,1,0.33,1,3
29,75000,2,8.0,0,2,12000,13.16,1,0.16,1,7
31,238000,2,14.0,5,3,12000,14.09,1,0.05,1,10
36,54000,2,1.0,2,4,10000,14.93,1,0.19,1,11
22,30000,0,6.0,5,1,10000,10.37,1,0.33,0,4
25,28800,0,2.0,3,1,3000,11.12,0,0.1,0,3
22,18000,0,6.0,2,1,4000,11.49,1,0.22,0,4
29,75000,2,0.0,0,1,3000,9.45,0,0.04,0,10
34,67000,0,7.0,1,1,20000,11.71,0,0.3,0,9
31,39996,1,8.0,4,2,4000,14.35,0,0.1,1,9
35,36000,0,2.0,0,3,3000,10.99,1,0.08,0,10
28,11029,2,12.0,2,2,2150,10.78,1,0.19,1,7
27,44004,2,2.0,2,0,10000,6.92,0,0.23,0,9
26,22000,0,10.0,3,1,10000,9.63,1,0.45,0,4
32,45000,2,6.0,2,0,6400,7.49,0,0.14,0,9
45,100000,2,3.0,5,4,10000,16.0,1,0.1,1,13
24,56000,2,8.0,5,4,20000,16.7,1,0.36,1,4
34,72000,0,6.0,5,1,20000,10.99,0,0.28,0,6
21,43008,2,0.0,3,3,11200,15.31,0,0.26,0,3
28,63000,2,3.0,5,3,11200,14.42,1,0.18,1,7
41,47000,0,2.0,0,0,5000,7.51,0,0.11,0,11
27,85000,0,0.0,3,0,7200,7.68,0,0.08,0,10
24,136000,2,9.0,5,5,25000,19.13,1,0.18,0,3
33,80000,0,4.0,1,0,7500,5.42,0,0.09,0,10
29,41000,0,3.0,0,1,5000,11.49,0,0.12,0,9
34,15523,1,1.0,3,0,3800,7.49,1,0.24,0,9
38,60000,1,2.0,0,3,6000,14.96,0,0.1,0,11
26,78000,0,6.0,3,3,7800,16.77,0,0.1,0,3
35,32000,0,3.0,2,2,7200,12.61,0,0.23,0,5
22,48000,2,0.0,5,0,4800,9.07,0,0.1,0,3
25,29120,0,0.0,4,3,6400,16.29,1,0.22,0,2
23,45500,1,5.0,1,2,14000,14.72,0,0.31,1,2
23,51000,2,6.0,5,3,17500,14.09,1,0.34,1,2
23,73000,3,1.0,0,5,25000,17.9,1,0.34,0,2
24,83004,0,4.0,0,2,12000,13.23,0,0.14,1,3
27,44000,2,0.0,1,2,6000,13.23,1,0.14,1,8
